(459, 15, 1)
(443, 15, 1)
(595, 9, 0)
(201, 9, 0)
(411, 30, 4)
(263, 45, 2)
(254, 15, 6)
(252, 2, 4)
(260, 30, 2)
(264, 28, 1)
(61, 30, 0)
(265, 40, 1)
(209, 2, 1)
(73, 30, 2)
(46, 30, 0)
(340, 40, 5)
(202, 40, 6)
(560, 40, 4)
(109, 40, 1)
(163, 48, 5)
(336, 48, 3)
(279, 48, 5)
(276, 40, 5)
(558, 48, 5)
(213, 48, 1)
(60, 14, 0)
(57, 20, 0)
(97, 40, 4)
(206, 14, 5)
(258, 14, 2)
(65, 40, 6)
(62, 47, 1)
(58, 23, 4)
(204, 12, 4)
(56, 45, 0)
(210, 23, 1)
(253, 48, 5)
(256, 23, 1)
(255, 12, 4)
(257, 1, 0)
(261, 47, 2)
(51, 48, 6)
(35, 1, 1)
(360, 48, 0)
(67, 48, 1)
(98, 47, 4)
(212, 12, 6)
(214, 38, 6)
(335, 1, 0)
(338, 12, 2)
(231, 1, 1)
(232, 48, 1)
(272, 4, 0)
(464, 1, 3)
(240, 48, 3)
(344, 4, 0)
(343, 38, 1)
(559, 4, 0)
(557, 1, 3)
(80, 1, 3)
(241, 1, 5)
(225, 38, 1)
(337, 4, 3)
(519, 4, 3)
(536, 4, 3)
(561, 0, 0)
(363, 4, 4)
(353, 38, 0)
(367, 1, 5)
(354, 0, [2, 6])
(350, 4, [2, 6])
(412, 4, 5)
(215, 0, 3)
(415, 1, 4)
(207, 4, 1)
(211, 1, 6)
(101, 0, 0)
(496, 13, 2)
(410, 50, 1)
(407, 23, 0)
(409, 13, 2)
(408, 3, 3)
(100, 10, 3)
(491, 1, 6)
(414, 10, 3)
(416, 17, 2)
(404, 29, 4)
(490, 10, 5)
(406, 0, 3)
(405, 34, 1)
(403, 17, 4)
(413, 51, 3)
(348, 10, 2)
(349, 13, 0)
(355, 3, [6, 0])
(368, 50, 4)
(370, 17, 0)
(362, 29, 0)
(365, 23, 6)
(352, 0, 4)
(359, 34, 6)
(371, 51, 6)
(351, 12, 3)
(361, 34, 4)
(372, 10, 3)
(369, 3, 5)
(48, 0, 1)
(123, 0, 3)
(480, 0, 3)
(63, 10, 4)
(72, 10, 1)
(68, 0, 1)
(395, 0, 5)
(208, 50, 1)
(321, 50, 1)
(322, 10, 3)
(386, 10, 4)
(538, 50, 1)
(605, 50, 1)
(94, 50, 2)
(472, 51, 6)
(537, 50, 6)
(301, 50, 3)
(542, 10, 6)
(69, 53, 3)
(70, 50, 6)
(71, 34, 0)
(74, 51, 0)
(66, 53, 5)
(550, 53, 5)
(601, 53, 4)
(59, 53, 4)
(246, 50, 6)
(606, 53, 5)
(323, 53, 3)
(324, 8, 4)
(64, 8, 6)
(175, 53, 0)
(493, 53, 0)
(539, 53, 0)
(114, 53, 6)
(417, 53, 6)
(418, 40, 0)
(164, 8, 6)
(165, 12, 6)
(394, 2, 0)
(50, 53, 0)
(47, 8, 0)
(52, 2, 0)
(552, 53, 2)
(39, 53, 6)
(40, 42, 4)
(315, 53, 6)
(316, 44, 6)
(27, 53, 2)
(99, 44, 6)
(203, 44, 1)
(205, 5, 3)
(245, 44, 0)
(308, 44, 2)
(309, 5, 3)
(312, 5, 3)
(313, 44, 2)
(317, 5, 3)
(318, 44, 4)
(319, 5, 3)
(320, 44, 4)
(327, 5, 5)
(328, 44, 4)
(49, 5, 5)
(108, 5, 3)
(160, 5, 5)
(249, 5, 5)
(345, 5, 5)
(603, 5, 5)
(494, 5, 4)
(495, 7, 1)
(492, 42, 1)
(499, 47, 6)
(331, 5, 4)
(332, 42, 4)
(465, 5, 1)
(551, 42, 4)
(547, 47, 0)
(600, 5, 1)
(599, 42, 3)
(314, 42, 4)
(325, 42, 3)
(326, 21, 3)
(329, 21, 5)
(330, 47, 2)
(419, 21, 3)
(420, 47, 1)
(502, 21, 4)
(291, 21, 3)
(334, 21, 5)
(341, 21, 3)
(378, 21, 4)
(460, 21, 0)
(503, 17, 2)
(122, 21, 0)
(113, 17, 0)
(116, 20, 6)
(124, 17, 1)
(89, 20, 6)
(90, 7, 0)
(88, 47, 0)
(111, 14, 6)
(194, 20, 2)
(196, 7, 5)
(87, 14, 4)
(91, 17, 0)
(84, 47, 0)
(92, 12, 0)
(192, 42, 6)
(191, 7, 0)
(118, 14, 6)
(120, 12, 0)
(119, 25, 3)
(461, 7, 3)
(121, 7, 2)
(195, 14, 0)
(310, 14, 5)
(311, 7, 4)
(396, 14, 0)
(489, 25, 2)
(356, 25, 6)
(182, 25, 2)
(183, 18, 4)
(112, 18, 0)
(117, 25, 2)
(115, 34, 0)
(181, 34, 2)
(179, 42, 6)
(488, 12, 0)
(545, 18, 4)
(549, 18, 0)
(597, 18, 2)
(598, 34, 5)
(596, 25, 0)
(110, 25, 5)
(38, 18, 1)
(126, 18, 0)
(180, 12, 0)
(546, 42, 6)
(548, 42, 6)
(582, 18, 6)
(34, 18, 3)
(29, 45, 6)
(306, 18, 3)
(307, 45, 1)
(462, 45, 4)
(497, 45, 0)
(78, 45, 6)
(79, 45, 1)
(104, 49, 4)
(193, 49, 6)
(177, 49, 0)
(125, 49, 0)
(176, 49, 6)
(421, 49, 1)
(463, 49, 0)
(498, 49, 0)
(37, 49, 1)
(184, 29, 4)
(188, 49, 0)
(185, 2, 4)
(189, 45, 2)
(186, 49, 0)
(187, 44, 4)
(190, 2, 0)
(30, 29, 4)
(178, 29, 6)
(501, 29, 0)
(32, 29, 0)
(33, 2, 3)
(43, 29, 1)
(44, 2, 5)
(45, 35, 1)
(81, 29, 1)
(82, 35, 5)
(83, 2, 5)
Hard constraints -> 1
Conflicting exams -> 0
Overbooked periods -> 0
Short Periods -> 0
Period constraints -> 1
Room constraints -> 0
Soft constraints -> 39478
Two in a row -> 14280
Two in a day -> 0
Period spread -> 12738
Mixed durations -> 1490
Frontload -> 260
Period penalty -> 2360
Room penalty -> 8350
